Timestamp,EEG.F7,EEG.F8,dummy
1732963415.769997,-18.221113,-43.411255,0
1732963415.77781,-15.129045,-41.318615,0
1732963415.785623,10.501468,-17.198833,0
1732963415.793436,23.298658,-5.398558,0
1732963415.801249,18.152283,-13.590082,0
1732963415.809062,16.597208,-13.064185,0
1732963415.816875,17.605227,-5.878813,0
1732963415.824688,11.439928,-11.508319,0
1732963415.832501,8.86695,-18.156811,0
1732963415.840314,8.858083,-13.527884,0
1732963415.848127,4.750763,-8.903587,0
1732963415.85594,11.918321,-14.01776,0
1732963415.863753,31.886402,-21.17605,0
1732963415.871566,40.563747,-22.691797,0
1732963415.879379,40.523182,-17.033722,0
1732963415.887192,54.827274,-1.135149,0
1732963415.895005,68.092445,9.11214,0
1732963415.902818,57.265892,-6.778511,0
1732963415.910631,44.913242,-23.677885,0
1732963415.918445,43.843716,-18.018824,0
1732963415.926257,38.164486,-20.050035,0
1732963415.93407,35.052475,-31.300755,0
1732963415.941883,47.825115,-23.584839,0
1732963415.949697,51.875751,-14.852023,0
1732963415.95751,39.528492,-20.472555,0
1732963415.965323,37.952042,-24.550545,0
1732963415.973136,42.01255,-29.136763,0
1732963415.980949,34.798229,-40.378395,0
1732963415.988762,30.152662,-43.924171,0
1732963415.996575,33.196354,-39.781784,0
1732963416.004388,30.60162,-34.618927,0
1732963416.012201,28.521788,-28.436615,0
1732963416.020014,35.153267,-25.84664,0
1732963416.027827,43.315037,-24.796179,0
1732963416.03564,46.857876,-19.135998,0
1732963416.043453,42.200249,-20.653784,0
1732963416.051266,36.522663,-28.317745,0
1732963416.059079,41.096909,-31.363274,0
1732963416.066892,44.641968,-32.356525,0
1732963416.074705,39.986553,-33.861092,0
1732963416.082518,43.532722,-25.118002,0
1732963416.090331,56.296883,-2.039037,0
1732963416.098144,58.802124,17.430695,0
1732963416.105957,44.398705,13.314802,0
1732963416.11377,35.132771,-0.53082,0
1732963416.121583,41.757637,0.494326,0
1732963416.129396,42.740494,3.567677,0
1732963416.13721,39.111599,-2.071275,0
1732963416.145023,52.392487,6.640028,0
1732963416.152835,62.07394,23.027233,0
1732963416.160648,46.642635,14.294975,0
1732963416.168462,35.837532,-1.600858,0
1732963416.176275,38.875542,3.011512,0
1732963416.184088,36.275127,7.106962,0
1732963416.191901,31.628082,-3.658607,0
1732963416.199714,26.985685,-13.901102,0
1732963416.207527,16.712545,-16.448738,0
1732963416.21534,11.060449,-15.407675,0
1732963416.223153,13.098619,-17.441498,0
1732963416.230966,15.647059,-18.960979,0
1732963416.238779,25.877565,-14.331249,0
1732963416.246592,35.585533,-9.193841,0
1732963416.254405,35.03764,-7.135417,0
1732963416.262218,34.490295,-0.468281,0
1732963416.270031,37.529652,7.216803,0
1732963416.277844,39.541351,12.844971,0
1732963416.285657,41.038734,18.46751,0
1732963416.29347,38.436157,13.325966,0
1732963416.301283,36.348492,0.504947,0
1732963416.309096,34.775219,-7.692481,0
1732963416.316909,19.88352,-24.078634,0
1732963416.324722,9.105175,-38.39917,0
1732963416.332535,30.612993,-19.917696,0
1732963416.340348,50.562382,2.643761,0
1732963416.348161,41.802586,-8.117344,0
1732963416.355975,33.051556,-16.30615,0
1732963416.363788,35.067734,-5.019074,0
1732963416.371601,26.835743,-9.112517,0
1732963416.379413,20.148907,-23.448019,0
1732963416.387227,28.32568,-19.838419,0
1732963416.39504,34.445045,-12.646272,0
1732963416.402853,31.849064,-18.269011,0
1732963416.410666,31.817215,-27.984587,0
1732963416.418479,27.174629,-34.104294,0
1732963416.426292,21.51207,-30.996346,0
1732963416.434105,28.150557,-22.256117,0
1732963416.441918,36.319328,-18.647707,0
1732963416.449731,36.795319,-15.042906,0
1732963416.457544,37.783138,-9.904786,0
1732963416.465357,35.183815,-14.505651,0
1732963416.47317,34.124016,-25.761915,0
1732963416.480983,44.336048,-29.834614,0
1732963416.488796,49.927097,-19.046318,0
1732963416.496609,58.074093,10.174267,0
1732963416.504422,90.803711,42.951786,0
1732963416.512235,123.500595,73.647293,0
1732963416.520048,133.623245,85.356728,0
1732963416.527861,120.681938,68.365211,0
1732963416.535674,110.827408,46.779926,0
1732963416.543487,115.327347,59.02853,0
1732963416.5513,141.339722,82.023346,0
1732963416.559113,170.912216,80.404404,0
1732963416.566926,182.524384,74.688614,0
1732963416.574739,176.706482,78.712387,0
1732963416.582553,167.820541,72.485977,0
1732963416.590366,178.923492,81.122726,0
1732963416.598179,211.532257,113.829292,0
1732963416.605991,243.083801,146.503159,0
1732963416.613805,222.348404,121.253578,0
1732963416.621618,193.949142,90.906174,0
1732963416.629431,196.829041,96.962959,0
1732963416.637244,193.046051,103.013687,0
1732963416.645057,177.996078,98.299904,0
1732963416.65287,189.088852,99.738525,0
1732963416.660683,191.973618,87.855713,0
1732963416.668496,166.678558,68.812469,0
1732963416.676309,175.221115,88.211349,0
1732963416.684122,207.833588,120.910828,0
1732963416.691935,213.261139,126.425308,0
1732963416.699748,204.850952,124.249649,0
1732963416.707561,206.695328,124.637711,0
1732963416.715374,195.217865,106.582298,0
1732963416.723187,183.239578,83.934181,0
1732963416.731,183.056335,78.214859,0
1732963416.738813,170.065582,90.43203,0
1732963416.746626,148.378601,102.636986,0
1732963416.754439,137.471756,70.258965,0
1732963416.762252,141.945053,37.913319,0
1732963416.770065,152.049271,47.096943,0
1732963416.777878,130.892593,66.51754,0
1732963416.785691,98.48632,34.175636,0
1732963416.793504,66.11245,20.309153,0
1732963416.801318,50.677109,52.051922,0
1732963416.809131,21.937201,59.172176,0
1732963416.816944,-10.360122,53.989925,0
1732963416.824757,-37.502071,65.206703,0
1732963416.83257,-4.676875,63.09227,0
1732963416.840383,28.115494,70.201485,0
1732963416.848196,60.875072,102.918976,0
1732963416.856009,28.538811,118.185287,0
1732963416.863822,6.481041,101.16095,0
1732963416.871635,22.356098,86.715172,0
1732963416.879448,-4.818565,79.456146,0
1732963416.887261,-37.08913,72.71669,0
1732963416.895074,-33.465889,63.422436,0
1732963416.902887,-42.653961,50.039017,0
1732963416.9107,-52.85746,58.185898,0
1732963416.918513,-36.410755,78.620018,0
1732963416.926326,-38.423576,71.369095,0
1732963416.934139,-59.902077,54.391571,0
1732963416.941952,-57.792942,56.898716,0
1732963416.949765,-51.07515,55.304893,0
1732963416.957578,-58.196384,51.663437,0
1732963416.965391,-57.113571,62.882542,0
1732963416.973204,-52.957996,56.15966,0
1732963416.981017,-68.274269,23.828115,0
1732963416.98883,-87.161377,8.947365,0
1732963416.996643,-94.246529,9.963033,0
1732963417.004456,-101.836891,4.829992,0
1732963417.012269,-108.907364,5.33747,0
1732963417.020083,-102.650764,6.869056,0
1732963417.027896,-95.375809,-10.043967,0
1732963417.035709,-103.477356,-24.890846,0
1732963417.043522,-107.472336,-17.181339,0
1732963417.051335,-106.340248,-9.479544,0
1732963417.059148,-121.090836,-33.548527,0
1732963417.066961,-145.560516,-65.790359,0
1732963417.074774,-162.83342,-87.753799,0
1732963417.082587,-173.941345,-84.079895,0
1732963417.0904,-163.008942,-69.138893,0
1732963417.098213,-130.058243,-36.282059,0
1732963417.106026,-105.849724,-6.531932,0
1732963417.113839,-138.019257,-38.800785,0
1732963417.121652,-170.156631,-71.037369,0
1732963417.129465,-176.134155,-66.867867,0
1732963417.137278,-155.978027,-61.165615,0
1732963417.145091,-162.482056,-79.547531,0
1732963417.152904,-194.594955,-92.787979,0
1732963417.160717,-223.089584,-102.941345,0
1732963417.16853,-220.304962,-94.641479,0
1732963417.176343,-187.296967,-61.759148,0
1732963417.184156,-154.321976,-40.692772,0
1732963417.191969,-145.970734,-65.755157,0
1732963417.199782,-144.80014,-72.86171,0
1732963417.207595,-142.093796,-50.247311,0
1732963417.215408,-150.660934,-44.04937,0
1732963417.223221,-164.854889,-55.788399,0
1732963417.231034,-171.86235,-58.806458,0
1732963417.238848,-178.862793,-60.796879,0
1732963417.246661,-190.979309,-72.519157,0
1732963417.254474,-187.202179,-61.688179,0
1732963417.262287,-154.22728,-28.838799,0
1732963417.2701,-137.679214,-14.465345,0
1732963417.277913,-169.816925,-46.726265,0
1732963417.285726,-201.922485,-75.881073,0
1732963417.293539,-210.429794,-91.686737,0
1732963417.301352,-207.145523,-112.599663,0
1732963417.309165,-174.150681,-84.310143,0
1732963417.316978,-141.188843,-51.438137,0
1732963417.324791,-131.826111,-67.780548,0
1732963417.332604,-163.969666,-99.988152,0
1732963417.340417,-160.731857,-78.371239,0
1732963417.34823,-153.398819,-81.879021,0
1732963417.356043,-177.323883,-114.072525,0
1732963417.363856,-179.708084,-104.224609,0
1732963417.371669,-164.159149,-71.332687,0
1732963417.379482,-175.265762,-85.605972,0
1732963417.387295,-193.021271,-108.574211,0
1732963417.395108,-192.315933,-103.34256,0
1732963417.402921,-183.414383,-97.09153,0
1732963417.410734,-176.05867,-88.797516,0
1732963417.418547,-176.394913,-75.388718,0
1732963417.42636,-178.267746,-75.825638,0
1732963417.434173,-178.089478,-85.483658,0
1732963417.441986,-185.08371,-91.54586,0
1732963417.449799,-188.997086,-93.503548,0
1732963417.457613,-183.172699,-91.360817,0
1732963417.465426,-186.06337,-98.441765,0
1732963417.473239,-193.049622,-107.052551,0
1732963417.481052,-186.196564,-92.088577,0
1732963417.488865,-174.227295,-75.090332,0
1732963417.496678,-175.589996,-87.822937,0
1732963417.504491,-196.93132,-116.424339,0
1732963417.512304,-221.837463,-128.603302,0
1732963417.520117,-210.344864,-112.593163,0
1732963417.52793,-183.494522,-98.648262,0
1732963417.535743,-194.581787,-109.820381,0
1732963417.543556,-207.707214,-104.587486,0
1732963417.551369,-178.810272,-75.793663,0
1732963417.559182,-162.23761,-82.890182,0
1732963417.566995,-183.5923,-106.88575,0
1732963417.574808,-190.06871,-93.458862,0
1732963417.582621,-182.706329,-85.680794,0
1732963417.590434,-193.282089,-114.796646,0
1732963417.598247,-207.433426,-130.051086,0
1732963417.60606,-211.324448,-115.576416,0
1732963417.613873,-209.576202,-95.480843,0
1732963417.621686,-199.120468,-81.040741,0
1732963417.629499,-196.872116,-91.718163,0
1732963417.637312,-203.847549,-108.020294,0
1732963417.645126,-196.471405,-84.346115,0
1732963417.652938,-186.541077,-59.158695,0
1732963417.660751,-195.57608,-88.301071,0
1732963417.668564,-205.626663,-115.365082,0
1732963417.676378,-204.908722,-97.831253,0
1732963417.684191,-200.093048,-89.024193,0
1732963417.692004,-190.671417,-103.279785,0
1732963417.699817,-189.96843,-106.762657,0
1732963417.70763,-202.073853,-106.143585,0
1732963417.715443,-199.310242,-91.692825,0
1732963417.723256,-175.032471,-58.813442,0
1732963417.731069,-161.53743,-25.966938,0
1732963417.738882,-166.498978,-19.28097,0
1732963417.746695,-168.381699,-0.306305,0
1732963417.754508,-164.114868,26.84631,0
1732963417.762321,-174.709213,26.819464,0
1732963417.770134,-195.02681,36.014183,0
1732963417.777947,-197.393326,68.765862,0
1732963417.78576,-188.999008,75.357094,0
1732963417.793573,-192.396164,71.69558,0
1732963417.801386,-199.888382,91.603889,0
1732963417.809199,-199.688492,86.901512,0
1732963417.817012,-200.513412,57.613075,0
1732963417.824825,-214.145203,60.629307,0
1732963417.832638,-244.669525,54.933292,0
1732963417.840451,-273.626404,22.602976,0
1732963417.848264,-270.791229,-9.695012,0
1732963417.856077,-249.515823,-3.537625,0
1732963417.863891,-248.753998,-28.124857,0
1732963417.871704,-263.362183,-60.372116,0
1732963417.879516,-259.512665,-85.927132,0
1732963417.887329,-241.322372,-76.619659,0
1732963417.895143,-247.741043,-98.059967,0
1732963417.902956,-279.768707,-130.237289,0
1732963417.910769,-301.005859,-151.623978,0
1732963417.918582,-289.434082,-125.344658,0
1732963417.926395,-289.144623,-120.096237,0
1732963417.934208,-310.884735,-142.517685,0
1732963417.942021,-308.012299,-144.424393,0
1732963417.949834,-279.527374,-140.181503,0
1732963417.957647,-275.149384,-155.922867,0
1732963417.96546,-297.415771,-166.013092,0
1732963417.973273,-303.778351,-167.896317,0
1732963417.981086,-291.691498,-177.974579,0
1732963417.988899,-289.350586,-178.308899,0
1732963417.996712,-298.282745,-165.835205,0
1732963418.004525,-305.669098,-163.107834,0
1732963418.012338,-305.363434,-161.407806,0
1732963418.020151,-302.496521,-158.68486,0
1732963418.027964,-305.780182,-165.186172,0
1732963418.035777,-309.060547,-165.020996,0
1732963418.04359,-304.653046,-153.585205,0
1732963418.051403,-297.176056,-160.091614,0
1732963418.059216,-297.903503,-172.226913,0
1732963418.067029,-300.167145,-161.296219,0
1732963418.074842,-295.256195,-144.228775,0
1732963418.082655,-287.276337,-138.449158,0
1732963418.090469,-286.989075,-137.286087,0
1732963418.098282,-290.800537,-144.321106,0
1732963418.106094,-284.36203,-148.275253,0
1732963418.113907,-276.905365,-138.393127,0
1732963418.121721,-289.436157,-138.767044,0
1732963418.129534,-299.392883,-146.825195,0
1732963418.137347,-280.650391,-129.772217,0
1732963418.14516,-260.902069,-100.953217,0
1732963418.152973,-262.690399,-99.827652,0
1732963418.160786,-267.550781,-118.170898,0
1732963418.168599,-273.943237,-124.200424,0
1732963418.176412,-285.452362,-121.002373,0
1732963418.184225,-285.67923,-126.004448,0
1732963418.192038,-278.733551,-124.853828,0
1732963418.199851,-276.405579,-112.433594,0
1732963418.207664,-273.567627,-113.345772,0
1732963418.215477,-269.707916,-118.867813,0
1732963418.22329,-263.290497,-101.842789,0
1732963418.231103,-253.805679,-88.933258,0
1732963418.238916,-259.699554,-103.701248,0
1732963418.246729,-276.346008,-116.917542,0
1732963418.254542,-275.557373,-119.874474,0
1732963418.262355,-268.621796,-125.90229,0
1732963418.270168,-273.988556,-125.77639,0
1732963418.277981,-275.763824,-115.404457,0
1732963418.285794,-265.241882,-105.0429,0
1732963418.293607,-257.292023,-102.888626,0
1732963418.30142,-259.596283,-112.007278,0
1732963418.309234,-272.144379,-122.141418,0
1732963418.317047,-284.167633,-134.826965,0
1732963418.32486,-281.321899,-155.696762,0
1732963418.332672,-267.720581,-142.221069,0
1732963418.340486,-262.842102,-109.291153,0
1732963418.348299,-260.017731,-80.49263,0
1732963418.356112,-230.043854,-58.895214,0
1732963418.363925,-197.026123,-26.048626,0
1732963418.371738,-208.099869,6.765115,0
1732963418.379551,-240.167145,-3.487804,0
1732963418.387364,-239.926987,19.057222,0
1732963418.395177,-223.293213,49.776627,0
1732963418.40299,-249.709915,23.599157,0
1732963418.410803,-281.735596,5.644789,0
1732963418.418616,-289.650787,21.520683,0
1732963418.426429,-294.484192,19.449932,0
1732963418.434242,-302.898956,17.893559,0
1732963418.442055,-309.768372,28.634127,0
1732963418.449868,-323.803192,13.748569,0
1732963418.457681,-335.77478,-7.782103,0
1732963418.465494,-349.78363,-20.582012,0
1732963418.473307,-373.0,-52.324509,0
1732963418.48112,-378.774689,-72.764488,0
1732963418.488933,-362.514374,-58.347111,0
1732963418.496746,-359.590332,-60.850304,0
1732963418.504559,-373.063049,-89.478683,0
1732963418.512372,-381.3992,-107.832283,0
1732963418.520185,-381.530121,-112.847527,0
1732963418.527999,-379.099365,-111.71006,0
1732963418.535812,-373.597168,-107.499893,0
1732963418.543625,-371.174347,-119.687775,0
1732963418.551438,-379.000092,-138.523468,0
1732963418.559251,-389.891876,-138.897263,0
1732963418.567064,-387.452759,-136.709122,0
1732963418.574877,-371.183746,-138.621643,0
1732963418.58269,-357.492584,-121.576874,0
1732963418.590503,-348.938171,-100.96299,0
1732963418.598316,-343.466156,-104.960487,0
1732963418.606129,-343.122681,-113.564758,0
1732963418.613942,-341.242645,-111.401962,0
1732963418.621755,-342.438324,-119.487488,0
1732963418.629568,-354.903564,-133.200302,0
1732963418.637381,-358.134827,-126.919411,0
1732963418.645194,-343.944366,-106.812492,0
1732963418.653007,-334.891205,-103.631836,0
1732963418.66082,-332.50708,-116.848206,0
1732963418.668633,-322.440735,-112.120583,0
1732963418.676446,-313.409058,-95.614616,0
1732963418.684259,-325.391022,-98.080544,0
1732963418.692072,-357.341034,-111.814766,0
1732963418.699885,-389.259064,-112.215263,0
1732963418.707698,-421.145203,-104.93074,0
1732963418.715511,-452.99942,-104.313499,0
1732963418.723324,-484.821808,-113.943031,0
1732963418.731137,-516.612366,-117.927551,0
1732963418.73895,-503.800385,-107.563469,0
1732963418.746764,-524.301208,-106.943596,0
1732963418.754577,-556.052307,-115.033577,0
1732963418.76239,-570.353149,-104.672394,0
1732963418.770203,-574.393555,-89.198486,0
1732963418.778016,-593.286865,-81.424675,0
1732963418.785829,-603.452026,-70.584785,0
1732963418.793642,-612.070129,-75.124969,0
1732963418.801455,-628.364197,-99.128311,0
1732963418.809268,-635.932739,-111.324562,0
1732963418.817081,-648.104553,-112.237854,0
1732963418.824894,-671.534912,-113.15023,0
1732963418.832707,-685.207947,-102.278625,0
1732963418.84052,-701.428894,-100.127113,0
1732963418.848333,-722.244385,-114.883911,0
1732963418.856146,-716.911377,-110.158257,0
1732963418.863959,-697.239075,-91.092712,0
1732963418.871772,-693.980347,-91.513931,0
1732963418.879585,-688.675598,-96.03318,0
1732963418.887398,-681.326904,-93.887917,0
1732963418.895211,-685.256348,-99.429413,0
1732963418.903024,-672.788025,-97.79306,0
1732963418.910837,-649.573669,-84.887581,0
1732963418.91865,-648.924072,-85.314995,0
1732963418.926463,-646.225952,-89.328148,0
1732963418.934276,-626.112,-83.603432,0
1732963418.942089,-621.387451,-83.519829,0
1732963418.949902,-610.007629,-75.239388,0
1732963418.957715,-576.609924,-47.499531,0
1732963418.965529,-563.737915,-41.30434,0
1732963418.973342,-579.055725,-66.878418,0
1732963418.981155,-571.81665,-76.545387,0
1732963418.988968,-553.826355,-61.099609,0
1732963418.996781,-550.710999,-54.37851,0
1732963419.004594,-548.623352,-59.959518,0
1732963419.012407,-548.587036,-55.288788,0
1732963419.02022,-550.087708,-36.278114,0
1732963419.028033,-527.508362,-28.044914,0
1732963419.035846,-494.193176,-44.410713,0
1732963419.043659,-460.911316,-53.075535,0
1732963419.051472,-447.6427,-40.214767,0
1732963419.059285,-440.535065,-46.834553,0
1732963419.067098,-413.966827,-69.329254,0
1732963419.074911,-380.765167,-64.136848,0
1732963419.082724,-347.59671,-47.678867,0
1732963419.090537,-314.461426,-55.315804,0
1732963419.09835,-287.506958,-56.285103,0
1732963419.106163,-254.431763,-36.248817,0
1732963419.113976,-221.389633,-30.577185,0
1732963419.121789,-253.443634,-43.354301,0
1732963419.129602,-285.465576,-45.360176,0
1732963419.137415,-286.204712,-41.216354,0
1732963419.145228,-259.278534,-51.933601,0
1732963419.153041,-276.950012,-63.152435,0
1732963419.160854,-279.746918,-57.453899,0
1732963419.168667,-255.388702,-48.174908,0
1732963419.17648,-260.256378,-48.126732,0
1732963419.184294,-266.143829,-47.053989,0
1732963419.192107,-245.897675,-35.736164,0
1732963419.19992,-234.893326,-26.478891,0
1732963419.207733,-232.609192,-29.01395,0
1732963419.215546,-223.155045,-36.669552,0
1732963419.223359,-215.247284,-32.022114,0
1732963419.231172,-209.908951,-19.1824,0
1732963419.238985,-208.162125,-18.650909,0
1732963419.246798,-208.978577,-26.829182,0
1732963419.254611,-198.011139,-25.777737,0
1732963419.262424,-183.468506,-14.48119,0
1732963419.270237,-178.674271,-6.269785,0
1732963419.27805,-171.323288,-11.386593,0
1732963419.285863,-166.028885,-20.084436,0
1732963419.293676,-172.522858,-19.552044,0
1732963419.301489,-186.694946,-30.290955,0
1732963419.309302,-196.75441,-55.363739,0
1732963419.317115,-174.016113,-35.840683,0
1732963419.324928,-141.054413,-3.017151,0
1732963419.332741,-119.396431,17.990482,0
1732963419.340554,-151.552414,-14.302894,0
1732963419.348367,-181.114716,-46.563976,0
1732963419.35618,-183.495132,-38.320488,0
1732963419.363993,-182.799332,-32.134476,0
1732963419.371807,-180.567307,-53.619263,0
1732963419.379619,-162.968277,-61.762569,0
1732963419.387432,-130.017609,-37.110035,0
1732963419.395245,-97.099907,-24.265234,0
1732963419.403059,-92.392036,-56.516354,0
1732963419.410872,-114.328873,-88.735222,0
1732963419.418685,-113.70224,-103.50341,0
1732963419.426498,-87.460846,-102.37529,0
1732963419.434311,-78.664154,-111.494453,0
1732963419.442124,-96.516258,-109.333725,0
1732963419.449937,-115.375122,-85.658241,0
1732963419.45775,-121.919746,-75.838737,0
1732963419.465563,-116.674751,-88.570587,0
1732963419.473376,-116.558075,-95.654327,0
1732963419.481189,-137.446136,-98.120209,0
1732963419.489002,-150.116379,-109.805168,0
1732963419.496815,-138.695496,-118.916901,0
1732963419.504628,-134.458344,-121.871834,0
1732963419.512441,-138.934647,-126.360725,0
1732963419.520254,-124.963409,-134.943604,0
1732963419.528067,-114.079979,-155.813263,0
1732963419.53588,-132.92128,-183.322067,0
1732963419.543693,-156.866821,-196.971054,0
1732963419.551506,-162.857651,-197.798706,0
1732963419.559319,-157.571716,-195.039368,0
1732963419.567132,-162.024918,-198.94278,0
1732963419.574945,-180.818283,-216.162308,0
1732963419.582758,-188.322067,-219.019989,0
1732963419.590571,-174.301437,-199.333282,0
1732963419.598385,-169.516373,-197.084717,0
1732963419.606197,-179.593002,-206.109161,0
1732963419.61401,-177.876495,-188.484589,0
1732963419.621823,-169.501694,-176.000732,0
1732963419.629637,-182.652191,-195.804733,0
1732963419.63745,-194.764923,-203.805847,0
1732963419.645263,-169.467087,-170.814346,0
1732963419.653076,-136.509918,-138.880447,0
1732963419.660889,-141.49649,-148.987732,0
1732963419.668702,-161.847305,-168.818741,0
1732963419.676515,-153.488525,-152.256073,0
1732963419.684328,-135.91658,-133.148438,0
1732963419.692141,-135.78067,-140.187592,0
1732963419.699954,-130.009506,-132.875092,0
1732963419.707767,-112.461029,-105.077606,0
1732963419.71558,-106.713181,-95.238686,0
1732963419.723393,-101.995697,-90.02037,0
1732963419.731206,-83.962936,-77.122658,0
1732963419.739019,-74.657433,-73.971687,0
1732963419.746832,-79.705856,-67.750023,0
1732963419.754645,-77.57692,-46.677658,0
1732963419.762458,-65.716263,-22.040211,0
1732963419.770271,-53.355164,3.597214,0
1732963419.778084,-49.715652,11.278232,0
1732963419.785897,-65.035172,-8.200739,0
1732963419.79371,-81.363976,-19.463308,0
1732963419.801523,-75.647232,-7.660767,0
1732963419.809336,-59.690044,-4.066953,0
1732963419.81715,-57.068817,-10.722885,0
1732963419.824963,-61.622517,-8.662932,0
1732963419.832775,-53.876278,0.054962,0
1732963419.840588,-42.039326,3.641061,0
1732963419.848402,-44.046516,-0.461042,0
1732963419.856215,-56.297855,-11.73135,0
1732963419.864028,-63.413864,-21.453465,0
1732963419.871841,-60.788914,-17.333549,0
1732963419.879654,-49.969662,-9.631601,0
1732963419.887467,-42.747387,-13.208123,0
1732963419.89528,-47.315407,-16.268761,0
1732963419.903093,-49.317322,-10.1048,0
1732963419.910906,-46.19416,-13.168542,0
1732963419.918719,-49.221809,-24.426142,0
1732963419.926532,-49.172588,-23.3771,0
1732963419.934345,-40.414185,-14.644493,0
1732963419.942158,-32.176849,-10.019079,0
1732963419.949971,-24.460056,-4.373675,0
1732963419.957784,-25.460211,-5.393917,0
1732963419.965597,-34.656288,-13.073138,0
1732963419.97341,-29.498556,-8.449296,0
1732963419.981223,-26.395212,-7.416232,0
1732963419.989036,-50.447277,-32.51189,0
1732963419.996849,-64.229141,-43.237843,0
1732963420.004662,-37.52491,-10.406912,0
1732963420.012475,-4.699692,22.391188,0
1732963420.020288,2.989623,18.782642,0
1732963420.028101,-22.628752,-12.48691,0
1732963420.035915,-54.881508,-40.139038,0
1732963420.043728,-76.343552,-52.90659,0
1732963420.05154,-69.094894,-55.415222,0
1732963420.059353,-36.23811,-44.089039,0
1732963420.067167,-7.000334,-31.237257,0
1732963420.07498,-15.702564,-40.939865,0
1732963420.082793,-30.031477,-53.706619,0
1732963420.090606,-21.292215,-52.11599,0
1732963420.098419,-25.881691,-67.433105,0
1732963420.106232,-37.638885,-77.611824,0
1732963420.114045,-22.744326,-48.332676,0
1732963420.121858,-26.307735,-45.210495,0
1732963420.129671,-52.921429,-77.440666,0
1732963420.137484,-31.351582,-54.82169,0
1732963420.145297,1.467462,-21.979176,0
1732963420.15311,-8.267852,-29.641813,0
1732963420.160923,-28.239584,-45.49371,0
1732963420.168736,-11.817498,-30.078985,0
1732963420.176549,1.514319,-25.950443,0
1732963420.184362,-8.221042,-26.94911,0
1732963420.192175,-21.020514,-29.996006,0
1732963420.199988,-29.708723,-49.946011,0
1732963420.207801,-27.117476,-44.260681,0
1732963420.215614,-20.430359,-22.187187,0
1732963420.223427,-34.242237,-46.243462,0
1732963420.23124,-42.917225,-57.980297,0
1732963420.239053,-10.598923,-25.134623,0
1732963420.246866,7.342446,-18.961796,0
1732963420.25468,-24.940281,-51.21822,0
1732963420.262493,-53.092262,-78.831619,0
1732963420.270306,-26.399172,-52.112785,0
1732963420.278118,-19.712772,-35.666824,0
1732963420.285932,-39.160751,-38.705006,0
1732963420.293745,-29.900053,-42.252453,0
1732963420.301558,-15.013229,-39.136356,0
1732963420.309371,-16.022833,-27.314142,0
1732963420.317184,-7.297578,-25.749905,0
1732963420.324997,-11.90105,-44.167233,0
1732963420.33281,-37.504532,-64.615372,0
1732963420.340623,-40.028568,-74.796913,0
1732963420.348436,-31.791616,-71.135963,0
1732963420.356249,-39.956749,-65.94175,0
1732963420.364062,-40.941406,-79.195808,0
1732963420.371875,-38.338924,-93.461227,0
1732963420.379688,-54.182125,-92.343147,0
1732963420.387501,-61.812557,-93.275421,0
1732963420.395314,-46.381516,-92.669838,0
1732963420.403127,-35.576672,-82.843323,0
